Time,Ax,Ay,Az,A_rms,Mx,My,Mz,M_rms
20:46:00:405,0.03,-0.01,-1.00,0.58,-265.30,-71.10,-93.50,167.51
20:46:00:959,0.03,-0.01,-0.99,0.57,-264.70,-71.20,-93.50,167.21
20:46:01:513,0.02,-0.01,-1.00,0.58,-263.50,-71.30,-94.50,166.78
20:46:02:067,0.03,-0.01,-1.00,0.58,-263.30,-71.10,-92.40,166.25
20:46:02:621,0.03,-0.01,-1.00,0.58,-265.60,-74.50,-91.90,167.87
20:46:03:175,0.03,-0.01,-1.00,0.58,-265.60,-73.10,-92.70,167.81
20:46:03:729,0.03,-0.01,-0.99,0.57,-265.50,-72.60,-91.40,167.45
20:46:04:283,0.03,-0.01,-0.99,0.57,-265.80,-72.60,-93.00,167.90
20:46:04:837,0.03,-0.01,-1.00,0.58,-265.90,-72.30,-93.90,168.07
20:46:05:391,0.03,-0.02,-1.00,0.58,-263.40,-73.20,-91.00,166.35
20:46:05:945,0.03,-0.02,-0.99,0.57,-264.60,-70.60,-92.20,166.83
20:46:06:499,0.03,-0.02,-0.99,0.57,-265.30,-71.30,-92.60,167.37
20:46:07:053,0.03,-0.01,-1.00,0.58,-265.00,-72.00,-94.20,167.61
20:46:07:607,0.03,-0.01,-0.99,0.57,-264.40,-72.10,-93.30,167.14
20:46:08:161,0.03,-0.01,-0.99,0.57,-264.70,-72.80,-93.70,167.48
20:46:08:715,0.03,-0.01,-0.99,0.57,-264.90,-71.50,-94.80,167.60
20:46:09:269,0.03,-0.01,-0.99,0.57,-264.30,-71.10,-91.80,166.67
20:46:09:823,0.03,-0.01,-0.99,0.57,-265.40,-72.50,-93.60,167.78
20:46:10:377,0.03,-0.01,-0.99,0.57,-265.80,-73.10,-92.40,167.86
20:46:10:931,0.03,-0.01,-0.99,0.57,-265.70,-71.20,-91.90,167.44
20:46:11:485,0.03,-0.01,-0.99,0.57,-264.90,-72.70,-94.30,167.68
20:46:12:039,0.03,-0.01,-0.99,0.57,-265.90,-72.60,-89.70,167.35
20:46:12:593,0.03,-0.02,-0.99,0.57,-265.00,-72.20,-92.50,167.33
20:46:13:147,0.03,-0.01,-0.99,0.57,-265.00,-71.90,-92.70,167.32
20:46:13:701,0.03,-0.02,-0.99,0.57,-265.50,-72.80,-94.10,167.97
20:46:14:255,0.03,-0.01,-0.99,0.57,-265.90,-72.10,-92.80,167.84
20:46:14:809,0.03,-0.01,-0.99,0.57,-265.30,-72.90,-91.40,167.38
20:46:15:363,0.02,-0.01,-0.99,0.57,-265.00,-72.60,-92.10,167.31
20:46:15:917,0.03,-0.01,-0.99,0.57,-264.10,-71.00,-91.80,166.55
20:46:16:471,0.02,-0.01,-0.99,0.57,-265.00,-72.30,-92.60,167.36
20:46:17:029,0.03,-0.01,-1.00,0.58,-264.60,-71.70,-92.60,167.06
20:46:17:579,0.03,-0.01,-0.99,0.57,-265.70,-71.90,-93.40,167.82
20:46:18:133,0.03,-0.01,-0.99,0.57,-265.00,-72.30,-92.30,167.30
20:46:18:687,0.02,-0.01,-1.00,0.58,-265.60,-72.90,-92.00,167.65
20:46:19:241,0.03,-0.01,-1.00,0.58,-264.30,-71.50,-92.50,166.86
20:46:19:795,0.03,-0.02,-1.00,0.58,-266.30,-73.30,-92.70,168.21
20:46:20:349,0.03,-0.01,-1.00,0.58,-266.20,-72.30,-92.20,167.92
20:46:20:903,0.03,-0.01,-0.99,0.57,-265.00,-72.20,-91.30,167.11
20:46:21:457,0.03,-0.01,-0.99,0.57,-263.50,-72.40,-92.40,166.55
20:46:22:011,0.03,-0.01,-0.99,0.57,-264.80,-72.90,-91.30,167.10
20:46:22:565,0.03,-0.01,-0.99,0.57,-264.50,-72.80,-92.10,167.08
20:46:23:119,0.03,-0.01,-1.00,0.58,-265.10,-73.10,-93.80,167.75
20:46:23:673,0.03,-0.01,-0.99,0.57,-265.60,-71.50,-91.30,167.32
20:46:24:227,0.03,-0.01,-1.00,0.58,-264.30,-73.00,-92.80,167.13
20:46:24:781,0.02,-0.01,-1.00,0.58,-265.90,-73.00,-93.40,168.08
20:46:25:335,0.02,-0.01,-0.99,0.57,-265.70,-71.40,-89.50,167.04
20:46:25:889,0.02,-0.01,-1.00,0.58,-264.60,-71.60,-92.10,166.96
20:46:26:443,0.03,-0.02,-1.00,0.58,-265.50,-71.00,-93.50,167.60
20:46:26:997,0.03,-0.01,-1.00,0.58,-263.20,-72.50,-89.40,165.85
20:46:27:554,0.03,-0.01,-1.00,0.58,-264.40,-72.50,-93.00,167.15
20:46:28:105,0.03,-0.01,-0.99,0.57,-264.60,-72.20,-94.50,167.49
20:46:28:659,0.03,-0.01,-0.99,0.57,-265.10,-73.30,-93.50,167.72
20:46:29:213,0.03,-0.02,-1.00,0.58,-266.30,-71.10,-92.30,167.82
20:46:29:767,0.03,-0.01,-1.00,0.58,-264.70,-72.40,-91.00,166.92
20:46:30:321,0.03,-0.01,-1.00,0.58,-265.10,-73.00,-92.60,167.51
20:46:30:875,0.03,-0.01,-1.00,0.58,-265.70,-72.20,-91.10,167.44
20:46:31:429,0.03,-0.01,-0.99,0.57,-265.30,-71.70,-92.80,167.47
20:46:31:983,0.03,-0.01,-0.99,0.57,-265.40,-72.00,-91.80,167.38
20:46:32:537,0.03,-0.01,-0.99,0.57,-266.00,-72.90,-92.70,167.99
20:46:33:091,0.03,-0.01,-0.99,0.57,-264.90,-72.70,-92.60,167.36
20:46:33:645,0.03,-0.02,-0.99,0.57,-264.80,-72.40,-91.40,167.05
20:46:34:199,0.03,-0.01,-0.99,0.57,-264.70,-72.80,-94.30,167.59
20:46:34:753,0.03,-0.01,-0.99,0.57,-266.00,-71.30,-92.80,167.78
20:46:35:307,0.02,-0.01,-0.99,0.57,-265.30,-72.40,-94.00,167.79
20:46:35:861,0.02,-0.01,-0.99,0.57,-265.30,-72.30,-91.40,167.30
20:46:36:415,0.03,-0.01,-0.99,0.57,-264.80,-72.60,-94.40,167.63
20:46:36:969,0.03,-0.01,-0.99,0.57,-265.80,-71.40,-92.80,167.69
20:46:37:523,0.03,-0.01,-0.99,0.57,-263.90,-71.90,-93.10,166.81
20:46:38:080,0.03,-0.01,-0.99,0.57,-264.40,-72.10,-93.20,167.12
20:46:38:631,0.02,-0.01,-1.00,0.58,-263.40,-72.00,-92.50,166.45
20:46:39:185,0.02,-0.01,-1.00,0.57,-264.70,-72.20,-91.90,167.06
20:46:39:739,0.02,-0.01,-0.99,0.57,-264.50,-72.90,-91.90,167.05
20:46:40:293,0.03,-0.01,-1.00,0.58,-265.70,-72.00,-93.60,167.87
20:46:40:847,0.02,-0.01,-0.99,0.57,-265.50,-72.30,-95.70,168.20
20:46:41:401,0.03,-0.01,-1.00,0.58,-264.40,-73.40,-94.90,167.63
20:46:41:955,0.03,-0.01,-1.00,0.58,-264.10,-72.30,-92.00,166.77
20:46:42:509,0.03,-0.01,-0.99,0.57,-264.80,-72.90,-92.40,167.30
20:46:43:063,0.03,-0.02,-1.00,0.58,-264.30,-72.50,-90.40,166.62
20:46:43:618,0.03,-0.02,-0.99,0.57,-264.20,-71.60,-93.10,166.93
20:46:44:171,0.03,-0.02,-1.00,0.58,-264.70,-72.00,-92.80,167.19
20:46:44:725,0.03,-0.01,-1.01,0.58,-266.40,-72.00,-91.30,167.82
20:46:45:279,0.03,-0.01,-1.00,0.58,-265.00,-72.40,-91.50,167.17
20:46:45:833,0.03,-0.01,-1.00,0.58,-265.30,-72.30,-94.50,167.87
20:46:46:387,0.02,-0.01,-1.00,0.58,-265.80,-73.70,-91.10,167.71
20:46:46:941,0.03,-0.01,-1.00,0.58,-265.40,-72.00,-93.40,167.68
20:46:47:495,0.03,-0.01,-1.00,0.58,-264.10,-71.40,-93.90,167.00
20:46:48:049,0.03,-0.02,-1.00,0.58,-265.30,-72.50,-91.20,167.29
20:46:48:603,0.03,-0.01,-1.00,0.58,-264.60,-71.70,-92.00,166.95
20:46:49:158,0.03,-0.01,-0.99,0.57,-265.00,-71.70,-92.10,167.18
20:46:49:711,0.03,-0.01,-0.99,0.57,-265.20,-70.90,-94.20,167.56
20:46:50:265,0.03,-0.01,-1.00,0.58,-264.60,-71.70,-93.00,167.14
20:46:50:820,0.03,-0.01,-1.00,0.58,-265.20,-71.50,-91.10,167.08
20:46:51:373,0.04,-0.02,-1.00,0.58,-263.90,-71.50,-93.70,166.87
20:46:51:928,0.03,-0.01,-1.00,0.58,-265.00,-71.50,-90.20,166.81
20:46:52:482,0.03,-0.01,-1.00,0.58,-264.10,-72.30,-92.80,166.92
20:46:53:035,0.03,-0.01,-1.00,0.58,-264.40,-72.50,-92.50,167.05
20:46:53:590,0.02,-0.01,-0.99,0.57,-265.90,-72.70,-93.40,168.04
20:46:54:144,0.03,-0.01,-1.00,0.58,-264.40,-71.30,-93.10,166.99
20:46:54:698,0.03,-0.02,-0.98,0.57,-265.20,-73.00,-91.40,167.35
20:46:55:251,0.03,-0.02,-1.00,0.58,-266.10,-73.20,-93.30,168.20
20:46:55:806,0.03,-0.01,-1.00,0.58,-265.70,-72.80,-91.50,167.60
20:46:56:360,0.02,-0.02,-1.00,0.58,-265.20,-71.80,-93.00,167.47
20:46:56:913,0.03,-0.02,-1.01,0.58,-265.10,-72.60,-91.20,167.20
20:46:57:468,0.03,-0.01,-1.00,0.58,-265.70,-71.30,-91.20,167.33
20:46:58:022,0.03,-0.01,-1.00,0.58,-265.20,-73.30,-93.00,167.68
20:46:58:575,0.03,-0.01,-0.99,0.57,-266.20,-73.40,-90.40,167.75
20:46:59:130,0.03,-0.01,-1.00,0.58,-265.60,-71.40,-94.80,167.96
20:46:59:684,0.03,-0.01,-1.00,0.58,-265.30,-72.30,-92.30,167.46
20:47:00:238,0.03,-0.01,-0.99,0.57,-264.40,-71.20,-94.00,167.15
20:47:00:792,0.03,-0.01,-1.00,0.58,-267.10,-72.30,-93.90,168.71
20:47:01:346,0.03,-0.01,-1.00,0.57,-264.20,-72.30,-93.80,167.16
20:47:01:900,0.03,-0.02,-1.00,0.58,-265.80,-73.30,-94.60,168.30
20:47:02:454,0.03,-0.02,-0.99,0.57,-265.20,-72.00,-93.70,167.63
20:47:03:008,0.03,-0.01,-0.99,0.57,-264.20,-71.60,-92.50,166.82
20:47:03:562,0.03,-0.02,-1.00,0.58,-265.30,-72.80,-92.20,167.52
20:47:04:116,0.03,-0.01,-1.00,0.58,-264.40,-71.50,-91.10,166.65
20:47:04:670,0.03,-0.01,-0.99,0.57,-266.00,-73.90,-94.20,168.42
20:47:05:224,0.03,-0.01,-0.99,0.57,-265.20,-72.60,-93.40,167.66
20:47:05:778,0.03,-0.02,-1.00,0.58,-265.40,-73.40,-93.30,167.86
20:47:06:332,0.03,-0.02,-1.00,0.58,-265.00,-71.10,-93.00,167.26
20:47:06:886,0.03,-0.01,-0.99,0.57,-264.80,-72.40,-92.20,167.19
20:47:07:440,0.03,-0.01,-1.00,0.58,-265.40,-73.00,-91.70,167.51
20:47:07:994,0.03,-0.01,-1.00,0.58,-265.30,-72.20,-93.20,167.61
20:47:08:548,0.03,-0.01,-0.99,0.57,-265.70,-73.40,-91.60,167.70
20:47:09:102,0.03,-0.01,-1.00,0.58,-265.60,-72.10,-93.10,167.74
20:47:09:656,0.03,-0.01,-0.99,0.57,-264.00,-72.70,-94.10,167.17
20:47:10:210,0.03,-0.01,-1.00,0.58,-265.20,-72.40,-92.60,167.48
20:47:10:764,0.03,-0.01,-1.00,0.58,-265.20,-72.70,-92.60,167.52
20:47:11:318,0.03,-0.02,-1.01,0.58,-264.20,-72.50,-94.00,167.23
20:47:11:872,0.03,-0.01,-1.00,0.58,-264.80,-73.10,-90.60,167.00
20:47:12:426,0.02,-0.01,-0.99,0.57,-264.40,-71.70,-95.10,167.42
20:47:12:980,0.02,-0.01,-0.99,0.57,-265.00,-72.30,-91.40,167.14
20:47:13:534,0.03,-0.01,-0.99,0.57,-265.90,-71.50,-92.80,167.76
20:47:14:091,0.03,-0.01,-1.00,0.58,-264.70,-73.00,-92.80,167.34
20:47:14:642,0.03,-0.01,-0.99,0.57,-265.10,-73.00,-90.60,167.15
20:47:15:196,0.03,-0.01,-1.00,0.58,-265.70,-70.30,-92.90,167.50
20:47:15:750,0.03,-0.01,-0.99,0.57,-264.70,-71.80,-94.20,167.43
20:47:16:304,0.03,-0.02,-1.00,0.58,-263.30,-72.30,-92.70,166.48
20:47:16:858,0.03,-0.01,-1.00,0.58,-266.10,-72.30,-93.50,168.11
20:47:17:412,0.03,-0.01,-0.99,0.57,-265.40,-73.10,-91.60,167.50
20:47:17:966,0.03,-0.01,-0.99,0.57,-264.80,-73.20,-95.10,167.85
20:47:18:520,0.02,-0.01,-0.99,0.57,-265.20,-71.60,-95.20,167.85
20:47:19:074,0.03,-0.01,-0.99,0.57,-265.10,-72.50,-94.70,167.83
20:47:19:628,0.03,-0.02,-0.99,0.57,-265.30,-72.30,-91.40,167.30
20:47:20:182,0.03,-0.01,-0.99,0.57,-265.30,-72.40,-90.80,167.20
20:47:20:736,0.03,-0.01,-1.00,0.58,-265.90,-71.40,-91.70,167.54
20:47:21:290,0.03,-0.01,-1.00,0.58,-264.60,-73.50,-91.30,167.08
20:47:21:844,0.03,-0.02,-0.99,0.57,-264.90,-72.80,-93.40,167.53
20:47:22:398,0.03,-0.01,-1.00,0.58,-263.40,-72.60,-93.40,166.71
20:47:22:952,0.02,-0.01,-1.00,0.58,-265.70,-72.30,-93.30,167.86
20:47:23:506,0.03,-0.01,-1.00,0.58,-264.70,-73.80,-91.30,167.18
20:47:24:060,0.03,-0.01,-0.99,0.57,-264.90,-72.10,-93.20,167.39
20:47:24:616,0.03,-0.01,-1.00,0.58,-264.40,-72.20,-91.60,166.84
20:47:25:168,0.03,-0.01,-1.00,0.58,-265.80,-72.40,-92.90,167.85
20:47:25:722,0.03,-0.01,-0.99,0.57,-262.70,-72.30,-95.00,166.60
20:47:26:276,0.03,-0.02,-1.00,0.58,-265.80,-72.50,-92.90,167.87
20:47:26:830,0.03,-0.01,-1.00,0.58,-264.50,-72.50,-93.00,167.20
20:47:27:384,0.03,-0.01,-1.00,0.58,-265.20,-71.50,-91.90,167.22
20:47:27:938,0.03,-0.02,-1.00,0.58,-264.70,-71.80,-92.50,167.11
20:47:28:492,0.03,-0.01,-1.00,0.58,-264.80,-71.50,-94.20,167.44
20:47:29:046,0.03,-0.01,-1.00,0.58,-265.00,-72.30,-89.70,166.83
20:47:29:600,0.02,-0.01,-0.99,0.57,-265.10,-72.80,-91.40,167.26
20:47:30:154,0.03,-0.01,-0.99,0.57,-265.10,-71.50,-93.60,167.48
20:47:30:708,0.03,-0.01,-0.99,0.57,-265.90,-72.20,-93.10,167.91
20:47:31:262,0.03,-0.01,-0.99,0.57,-265.80,-72.20,-92.60,167.77
20:47:31:817,0.03,-0.01,-0.99,0.57,-264.10,-71.00,-91.50,166.50
20:47:32:370,0.03,-0.01,-1.00,0.58,-264.10,-72.50,-93.30,167.04
20:47:32:924,0.02,-0.02,-0.98,0.56,-264.30,-72.90,-93.00,167.15
20:47:33:478,0.03,-0.01,-1.00,0.58,-264.50,-72.60,-94.40,167.47
20:47:34:032,0.03,-0.01,-0.99,0.57,-264.20,-72.50,-91.20,166.71
20:47:34:586,0.03,-0.01,-1.00,0.58,-264.80,-73.20,-93.90,167.63
20:47:35:140,0.02,-0.01,-0.99,0.57,-266.10,-71.40,-92.70,167.83
20:47:35:694,0.03,-0.01,-1.00,0.58,-264.90,-72.40,-94.20,167.62
20:47:36:248,0.03,-0.02,-1.00,0.58,-262.60,-71.00,-95.10,166.38
20:47:36:802,0.03,-0.01,-1.00,0.58,-266.00,-72.50,-92.50,167.90
20:47:37:356,0.03,-0.01,-1.00,0.58,-264.50,-71.50,-92.30,166.92
20:47:37:910,0.03,-0.01,-0.99,0.57,-264.40,-71.90,-95.40,167.51
20:47:38:464,0.03,-0.01,-1.00,0.58,-265.30,-70.80,-93.20,167.41
20:47:39:018,0.03,-0.01,-0.99,0.57,-265.10,-71.90,-93.10,167.45
20:47:39:572,0.03,-0.01,-0.99,0.57,-263.30,-73.30,-92.20,166.53
20:47:40:126,0.03,-0.01,-0.99,0.57,-265.60,-72.50,-93.20,167.82
20:47:40:680,0.03,-0.01,-0.99,0.57,-266.50,-73.20,-92.80,168.32
20:47:41:234,0.03,-0.01,-0.99,0.57,-264.90,-72.60,-93.40,167.50
20:47:41:788,0.03,-0.01,-0.99,0.57,-265.60,-71.20,-91.40,167.30
20:47:42:342,0.03,-0.01,-1.00,0.58,-266.00,-71.90,-93.60,168.01
20:47:42:896,0.02,-0.01,-1.00,0.58,-264.90,-71.90,-92.50,167.23
20:47:43:450,0.02,-0.01,-0.99,0.57,-266.30,-72.60,-91.90,167.96
20:47:44:004,0.03,-0.01,-0.99,0.57,-263.40,-71.30,-90.70,166.02
20:47:44:558,0.03,-0.02,-0.99,0.57,-264.20,-72.40,-93.90,167.19
20:47:45:112,0.03,-0.01,-0.99,0.57,-264.80,-71.80,-93.60,167.37
20:47:45:666,0.03,-0.01,-1.00,0.58,-266.20,-72.50,-93.70,168.22
20:47:46:220,0.03,-0.01,-1.00,0.58,-265.20,-71.80,-94.50,167.75
20:47:46:774,0.02,-0.01,-1.00,0.57,-265.80,-73.30,-93.20,168.04
20:47:47:328,0.03,-0.01,-1.00,0.58,-264.10,-73.70,-95.60,167.65
20:47:47:882,0.03,-0.01,-0.99,0.57,-265.90,-71.70,-93.50,167.91
20:47:48:436,0.03,-0.01,-1.00,0.58,-265.10,-72.80,-92.60,167.48
20:47:48:990,0.03,-0.01,-1.00,0.58,-265.70,-72.40,-93.00,167.82
20:47:49:544,0.02,-0.01,-0.99,0.57,-265.40,-73.00,-92.30,167.62
20:47:50:098,0.03,-0.01,-0.99,0.57,-265.30,-71.70,-93.30,167.56
20:47:50:652,0.03,-0.01,-1.00,0.58,-264.60,-72.20,-93.60,167.32
20:47:51:206,0.03,-0.01,-0.99,0.57,-264.80,-71.90,-89.80,166.69
20:47:51:760,0.02,-0.01,-0.99,0.57,-264.90,-72.30,-93.10,167.40
20:47:52:314,0.03,-0.02,-1.00,0.58,-265.60,-71.40,-93.40,167.70
20:47:52:868,0.03,-0.01,-0.99,0.57,-265.70,-71.90,-89.70,167.14
20:47:53:422,0.03,-0.01,-0.99,0.57,-264.80,-72.50,-96.10,167.94
20:47:53:976,0.03,-0.01,-1.00,0.58,-263.30,-71.10,-92.40,166.25
20:47:54:530,0.03,-0.01,-1.00,0.58,-265.40,-71.70,-94.00,167.74
20:47:55:085,0.03,-0.01,-0.99,0.57,-264.50,-71.80,-91.50,166.82
20:47:55:638,0.03,-0.01,-1.00,0.58,-264.80,-71.40,-91.70,166.96
20:47:56:192,0.03,-0.01,-0.99,0.57,-265.90,-71.70,-92.20,167.67
20:47:56:746,0.03,-0.01,-0.99,0.57,-265.20,-71.60,-93.40,167.51
20:47:57:300,0.03,-0.01,-1.00,0.58,-264.20,-71.60,-93.30,166.97
20:47:57:854,0.03,-0.02,-0.99,0.57,-265.50,-71.70,-91.90,167.41
20:47:58:408,0.03,-0.01,-0.99,0.57,-264.90,-73.10,-92.70,167.44
20:47:58:962,0.02,-0.01,-0.99,0.57,-263.90,-72.30,-94.00,167.04
20:47:59:517,0.03,-0.01,-0.99,0.57,-265.80,-71.00,-93.70,167.80
20:48:00:070,0.03,-0.01,-1.00,0.58,-266.70,-70.80,-95.50,168.58
20:48:00:630,0.03,-0.01,-1.00,0.58,-266.20,-72.40,-93.20,168.12
20:48:01:178,0.03,-0.02,-1.00,0.58,-266.10,-72.10,-93.60,168.10
20:48:01:732,0.03,-0.01,-0.99,0.57,-266.30,-71.80,-90.70,167.63
20:48:02:286,0.03,-0.01,-0.99,0.57,-264.60,-73.20,-91.00,166.99
20:48:02:840,0.03,-0.01,-0.99,0.57,-264.70,-72.60,-94.00,167.50
20:48:03:394,0.02,-0.01,-0.99,0.57,-265.20,-72.10,-94.10,167.71
20:48:03:948,0.03,-0.01,-1.00,0.58,-265.90,-72.50,-94.80,168.27
20:48:04:502,0.03,-0.01,-0.99,0.57,-266.10,-72.00,-95.40,168.42
20:48:05:056,0.02,-0.01,-0.99,0.57,-265.60,-71.40,-93.30,167.68
20:48:05:610,0.03,-0.01,-0.99,0.57,-265.80,-72.10,-93.60,167.94
20:48:06:164,0.03,-0.01,-1.00,0.58,-266.30,-72.40,-93.20,168.17
20:48:06:718,0.03,-0.01,-1.00,0.58,-264.40,-72.40,-92.40,167.02
20:48:07:272,0.03,-0.02,-0.99,0.57,-264.50,-71.30,-92.70,166.97
20:48:07:826,0.03,-0.01,-1.00,0.58,-265.10,-73.00,-94.10,167.79
20:48:08:380,0.03,-0.01,-0.99,0.57,-265.80,-72.90,-91.50,167.67
20:48:08:934,0.03,-0.01,-1.00,0.58,-263.70,-72.70,-93.70,166.94
20:48:09:488,0.03,-0.01,-1.02,0.59,-265.50,-73.70,-91.80,167.68
20:48:10:042,0.03,-0.01,-0.99,0.57,-265.50,-72.70,-92.60,167.68
20:48:10:596,0.03,-0.01,-1.00,0.58,-265.70,-71.60,-92.80,167.67
20:48:11:155,0.03,-0.01,-1.00,0.58,-264.40,-73.40,-93.30,167.33
20:48:11:704,0.03,-0.01,-0.99,0.57,-264.60,-71.40,-91.80,166.87
20:48:12:258,0.02,-0.01,-1.00,0.58,-266.00,-72.80,-93.80,168.18
20:48:12:812,0.03,-0.01,-1.00,0.58,-265.40,-73.00,-93.40,167.82
20:48:13:366,0.03,-0.01,-1.00,0.58,-265.80,-73.10,-91.70,167.73
20:48:13:920,0.03,-0.01,-0.99,0.57,-265.70,-73.00,-93.30,167.96
20:48:14:474,0.03,-0.01,-0.99,0.57,-266.00,-72.50,-91.40,167.70
20:48:15:028,0.03,-0.02,-1.00,0.58,-264.60,-72.00,-92.30,167.05
20:48:15:582,0.02,-0.01,-1.00,0.58,-266.40,-72.00,-93.90,168.30
20:48:16:136,0.03,-0.01,-0.99,0.57,-266.30,-72.40,-91.70,167.90
20:48:16:690,0.04,-0.01,-1.08,0.62,-264.60,-71.30,-94.70,167.40
20:48:17:244,0.02,-0.01,-0.99,0.57,-265.80,-71.00,-91.10,167.32
20:48:17:799,0.02,-0.02,-0.99,0.57,-265.70,-71.60,-91.90,167.50
20:48:18:352,0.02,-0.01,-1.00,0.57,-264.90,-71.80,-93.60,167.42
20:48:18:906,0.03,-0.02,-0.99,0.57,-266.70,-73.30,-91.40,168.18
20:48:19:460,0.03,-0.01,-0.99,0.57,-264.40,-72.10,-92.40,166.98
20:48:20:014,0.03,-0.01,-0.99,0.57,-265.30,-72.70,-93.80,167.80
20:48:20:568,0.02,-0.02,-0.95,0.55,-265.00,-70.50,-91.40,166.88
20:48:21:122,0.02,-0.01,-1.00,0.58,-265.40,-70.70,-93.70,167.55
20:48:21:677,0.04,-0.04,-0.99,0.57,-264.70,-72.20,-91.50,166.98
20:48:22:231,0.03,-0.01,-1.01,0.59,-266.40,-72.00,-92.40,168.02
20:48:22:784,0.02,-0.01,-0.99,0.57,-265.70,-72.10,-96.00,168.34
20:48:23:339,0.03,-0.01,-1.00,0.58,-266.00,-72.40,-94.30,168.22
20:48:23:893,0.03,-0.01,-0.99,0.57,-265.50,-71.40,-93.90,167.74
20:48:24:446,0.02,-0.01,-1.00,0.58,-266.20,-73.50,-92.80,168.20
20:48:25:001,0.03,-0.01,-0.99,0.57,-264.90,-72.90,-93.60,167.58
20:48:25:555,0.03,-0.01,-1.00,0.58,-264.90,-72.10,-93.60,167.46
20:48:26:109,0.03,-0.01,-1.00,0.58,-264.60,-71.70,-93.50,167.23
20:48:26:663,0.02,-0.01,-1.00,0.58,-263.80,-71.30,-92.10,166.49
20:48:27:217,0.03,-0.01,-1.00,0.58,-265.40,-71.00,-93.10,167.48
20:48:27:771,0.02,-0.02,-0.99,0.57,-264.60,-72.30,-92.40,167.11
20:48:28:325,0.02,-0.01,-1.00,0.58,-264.90,-71.00,-91.60,166.94
20:48:28:879,0.03,-0.01,-0.99,0.57,-264.80,-72.30,-90.80,166.92
20:48:29:433,0.03,-0.01,-0.99,0.57,-264.90,-70.70,-93.40,167.23
20:48:29:987,0.02,-0.02,-0.99,0.57,-265.30,-72.00,-94.20,167.77
20:48:30:541,0.03,-0.01,-1.00,0.58,-266.00,-71.80,-92.30,167.76
20:48:31:095,0.03,-0.01,-1.00,0.58,-265.30,-72.20,-91.30,167.26
20:48:31:649,0.04,-0.00,-1.00,0.58,-265.60,-71.20,-91.90,167.39
20:48:32:203,0.03,-0.01,-1.00,0.58,-263.60,-73.00,-94.00,166.98
20:48:32:757,0.03,-0.00,-0.99,0.57,-265.90,-71.70,-93.50,167.91
20:48:33:311,0.03,-0.01,-0.99,0.57,-265.90,-72.10,-94.50,168.16
20:48:33:865,0.03,-0.01,-0.99,0.57,-265.30,-72.30,-91.90,167.39
20:48:34:419,0.03,-0.01,-1.00,0.58,-265.80,-71.60,-92.90,167.74
20:48:34:973,0.03,-0.01,-0.99,0.57,-266.40,-72.50,-90.90,167.82
20:48:35:527,0.03,-0.01,-0.99,0.57,-265.00,-72.70,-91.30,167.18
20:48:36:081,0.03,-0.01,-1.00,0.58,-264.50,-70.60,-93.20,166.96
20:48:36:635,0.03,-0.01,-1.00,0.58,-265.30,-71.70,-92.20,167.36
20:48:37:189,0.03,-0.01,-0.99,0.57,-265.50,-72.00,-95.20,168.06
20:48:37:743,0.02,-0.01,-1.00,0.58,-265.80,-71.80,-91.40,167.49
20:48:38:297,0.03,-0.01,-1.00,0.58,-266.00,-72.80,-93.20,168.07
20:48:38:851,0.03,-0.01,-1.00,0.58,-267.10,-72.00,-91.80,168.28
20:48:39:405,0.03,-0.01,-1.01,0.58,-266.90,-72.00,-92.50,168.30
20:48:39:959,0.03,-0.02,-0.99,0.57,-265.30,-71.90,-93.20,167.57
20:48:40:513,0.03,-0.01,-0.99,0.57,-265.30,-72.40,-92.50,167.51
20:48:41:067,0.02,-0.02,-1.00,0.58,-265.50,-71.70,-92.60,167.54
20:48:41:621,0.03,-0.01,-1.00,0.58,-265.80,-73.10,-91.00,167.60
20:48:42:175,0.03,-0.01,-1.00,0.58,-265.20,-71.30,-93.30,167.45
20:48:42:729,0.03,-0.02,-1.00,0.58,-265.20,-72.80,-92.20,167.46
20:48:43:283,0.03,-0.01,-1.00,0.58,-265.40,-72.70,-92.90,167.68
20:48:43:837,0.03,-0.01,-1.00,0.58,-266.80,-71.60,-89.90,167.72
20:48:44:391,0.03,-0.02,-0.99,0.57,-264.80,-72.30,-93.50,167.42
20:48:44:945,0.03,-0.01,-0.99,0.57,-265.00,-72.60,-93.50,167.57
20:48:45:499,0.03,-0.01,-0.99,0.57,-265.00,-72.40,-92.20,167.30
20:48:46:053,0.03,-0.01,-0.99,0.57,-264.80,-71.00,-92.60,167.07
20:48:46:607,0.03,-0.02,-1.00,0.58,-265.40,-72.50,-92.70,167.62
20:48:47:163,0.03,-0.01,-0.99,0.57,-263.60,-72.50,-90.70,166.30
20:48:47:715,0.03,-0.01,-1.00,0.58,-265.80,-72.50,-92.80,167.85
20:48:48:269,0.02,-0.01,-1.00,0.58,-265.40,-71.50,-91.60,167.27
20:48:48:823,0.03,-0.01,-1.00,0.58,-265.60,-72.90,-91.50,167.56
20:48:49:377,0.03,-0.01,-0.99,0.57,-265.70,-72.30,-93.20,167.84
20:48:49:931,0.03,-0.02,-1.00,0.58,-263.70,-73.60,-93.90,167.10
20:48:50:485,0.03,-0.02,-0.99,0.57,-266.40,-73.80,-89.60,167.77
20:48:51:039,0.03,-0.01,-0.99,0.57,-266.30,-72.30,-94.70,168.44
20:48:51:593,0.03,-0.01,-0.99,0.57,-265.20,-72.80,-90.90,167.23
