Time,Ax,Ay,Az,A_rms,Mx,My,Mz,M_rms
20:15:54:243,0.02,-0.01,-1.00,0.58,-256.60,-79.30,-91.60,163.83
20:15:54:797,0.02,-0.01,-0.99,0.57,-255.20,-80.10,-92.00,163.31
20:15:55:357,0.02,-0.01,-1.00,0.58,-256.40,-78.80,-92.70,163.85
20:15:55:905,0.02,-0.01,-1.00,0.57,-255.10,-78.70,-91.50,162.93
20:15:56:459,0.02,-0.01,-1.00,0.57,-255.80,-79.80,-92.00,163.57
20:15:57:013,0.02,-0.01,-0.99,0.57,-255.30,-78.10,-91.20,162.89
20:15:57:567,0.02,-0.01,-0.99,0.57,-256.40,-78.90,-93.60,164.04
20:15:58:121,0.02,-0.01,-0.99,0.57,-255.00,-79.30,-92.00,163.07
20:15:58:675,0.02,-0.01,-1.00,0.57,-255.40,-80.40,-93.00,163.65
20:15:59:229,0.03,-0.01,-0.99,0.57,-254.10,-79.20,-89.80,162.18
20:15:59:783,0.02,-0.01,-1.00,0.57,-256.50,-78.20,-92.00,163.68
20:16:00:337,0.02,-0.01,-1.00,0.58,-256.30,-79.60,-93.20,164.02
20:16:00:891,0.02,-0.01,-0.99,0.57,-254.20,-78.60,-92.50,162.64
20:16:01:445,0.02,-0.01,-1.00,0.57,-254.80,-80.20,-94.70,163.63
20:16:01:999,0.02,-0.01,-0.99,0.57,-255.60,-79.70,-91.80,163.41
20:16:02:554,0.02,-0.01,-0.99,0.57,-255.70,-78.70,-91.60,163.27
20:16:03:107,0.02,-0.01,-0.99,0.57,-254.80,-79.50,-91.30,162.87
20:16:03:661,0.02,-0.01,-0.99,0.57,-254.30,-78.40,-91.80,162.52
20:16:04:215,0.03,-0.01,-0.99,0.57,-255.20,-78.90,-91.60,163.04
20:16:04:769,0.02,-0.01,-0.99,0.57,-255.50,-79.50,-91.40,163.25
20:16:05:323,0.02,-0.01,-0.99,0.57,-256.10,-78.30,-94.40,163.94
20:16:05:877,0.02,-0.02,-1.00,0.57,-252.90,-79.60,-92.60,162.14
20:16:06:431,0.02,-0.01,-0.99,0.57,-256.20,-79.50,-91.40,163.62
20:16:06:985,0.02,-0.01,-1.00,0.57,-256.50,-80.90,-91.50,164.02
20:16:07:539,0.03,-0.01,-0.99,0.57,-256.00,-79.80,-91.80,163.64
20:16:08:093,0.03,-0.01,-1.00,0.57,-254.90,-79.90,-93.50,163.40
20:16:08:647,0.02,-0.01,-1.00,0.57,-255.00,-80.50,-91.50,163.17
20:16:09:201,0.02,-0.01,-0.99,0.57,-256.20,-80.80,-91.40,163.83
20:16:09:755,0.02,-0.01,-0.99,0.57,-256.70,-80.30,-91.20,163.97
20:16:10:309,0.02,-0.01,-1.00,0.58,-256.70,-80.00,-95.10,164.66
20:16:10:863,0.02,-0.01,-0.99,0.57,-256.90,-78.70,-91.50,163.87
20:16:11:417,0.02,-0.01,-0.99,0.57,-255.60,-78.40,-93.80,163.58
20:16:11:971,0.02,-0.01,-0.99,0.57,-257.20,-78.00,-92.40,164.09
20:16:12:525,0.02,-0.01,-0.99,0.57,-257.90,-79.30,-92.00,164.59
20:16:13:079,0.02,-0.01,-0.99,0.57,-254.40,-79.80,-91.50,162.75
20:16:13:633,0.02,-0.00,-1.00,0.57,-255.90,-79.30,-91.80,163.50
20:16:14:187,0.02,-0.01,-1.00,0.58,-254.90,-79.00,-93.20,163.20
20:16:14:741,0.02,-0.01,-0.99,0.57,-255.80,-80.40,-89.70,163.24
20:16:15:295,0.02,-0.01,-1.00,0.58,-255.60,-78.20,-92.50,163.30
20:16:15:849,0.02,-0.01,-1.00,0.57,-255.00,-80.30,-90.80,163.01
20:16:16:403,0.02,-0.01,-1.00,0.58,-255.50,-79.30,-90.40,163.03
20:16:16:957,0.02,-0.01,-0.99,0.57,-255.10,-79.80,-92.30,163.26
20:16:17:511,0.03,-0.01,-1.00,0.58,-256.40,-80.00,-93.30,164.16
20:16:18:065,0.02,-0.01,-0.99,0.57,-255.90,-79.20,-92.50,163.62
20:16:18:619,0.02,-0.01,-1.00,0.58,-256.10,-79.50,-92.60,163.79
20:16:19:173,0.02,-0.01,-1.00,0.58,-255.50,-78.40,-91.80,163.15
20:16:19:727,0.02,-0.00,-1.00,0.58,-256.20,-79.80,-91.10,163.61
20:16:20:281,0.02,-0.01,-0.99,0.57,-255.10,-80.30,-92.00,163.29
20:16:20:835,0.02,-0.01,-0.99,0.57,-255.80,-79.30,-91.30,163.36
20:16:21:389,0.02,-0.01,-0.99,0.57,-254.50,-79.10,-90.50,162.50
20:16:21:943,0.02,-0.01,-1.00,0.57,-255.20,-80.10,-90.80,163.08
20:16:22:497,0.02,-0.02,-0.99,0.57,-254.90,-80.40,-91.00,163.01
20:16:23:051,0.02,-0.01,-1.00,0.58,-256.30,-80.10,-92.40,163.95
20:16:23:605,0.02,-0.01,-0.99,0.57,-254.70,-79.90,-90.60,162.75
20:16:24:159,0.02,-0.01,-1.00,0.58,-256.20,-81.60,-90.00,163.70
20:16:24:713,0.02,-0.01,-0.99,0.57,-254.70,-79.30,-91.30,162.78
20:16:25:267,0.02,-0.01,-0.99,0.57,-254.30,-79.50,-91.00,162.55
20:16:25:824,0.02,-0.01,-1.00,0.58,-255.60,-79.00,-93.20,163.56
20:16:26:375,0.03,-0.01,-0.99,0.57,-256.60,-77.90,-92.30,163.74
20:16:26:929,0.02,-0.01,-0.99,0.57,-255.90,-79.60,-91.70,163.53
20:16:27:483,0.03,-0.01,-1.00,0.57,-255.70,-78.60,-90.00,162.95
20:16:28:037,0.02,-0.02,-1.00,0.57,-255.60,-78.90,-90.70,163.08
20:16:28:591,0.03,-0.01,-1.00,0.58,-255.80,-79.50,-90.90,163.32
20:16:29:145,0.02,-0.01,-0.99,0.57,-255.10,-78.90,-90.00,162.69
20:16:29:699,0.02,-0.02,-1.00,0.58,-255.10,-80.10,-92.00,163.25
20:16:30:253,0.02,-0.01,-0.99,0.57,-255.50,-80.30,-92.70,163.63
20:16:30:807,0.02,-0.01,-0.99,0.57,-256.70,-77.80,-90.30,163.40
20:16:31:361,0.02,-0.01,-0.99,0.57,-255.60,-79.60,-93.10,163.64
20:16:31:915,0.03,-0.01,-0.99,0.57,-255.30,-80.20,-90.70,163.13
20:16:32:469,0.02,-0.01,-0.99,0.57,-255.90,-79.50,-93.60,163.88
20:16:33:023,0.02,-0.01,-1.00,0.58,-256.00,-79.30,-90.30,163.28
20:16:33:577,0.02,-0.01,-0.99,0.57,-255.80,-80.20,-93.50,163.92
20:16:34:131,0.02,-0.01,-0.99,0.57,-255.80,-79.50,-94.90,164.07
20:16:34:685,0.02,-0.01,-0.99,0.57,-255.10,-78.90,-91.10,162.89
20:16:35:239,0.02,-0.01,-1.00,0.58,-256.00,-79.60,-91.40,163.53
20:16:35:793,0.02,-0.01,-1.00,0.58,-256.90,-79.50,-90.20,163.76
20:16:36:353,0.02,-0.01,-1.00,0.58,-256.50,-77.60,-93.00,163.77
20:16:36:901,0.02,-0.01,-0.99,0.57,-255.80,-79.10,-92.60,163.57
20:16:37:455,0.02,-0.01,-0.99,0.57,-255.60,-80.00,-91.90,163.48
20:16:38:009,0.02,-0.02,-0.99,0.57,-255.10,-78.40,-93.50,163.26
20:16:38:563,0.02,-0.01,-0.99,0.57,-256.60,-80.30,-91.30,163.94
20:16:39:117,0.03,-0.01,-0.99,0.57,-255.00,-79.90,-91.70,163.11
20:16:39:671,0.01,-0.01,-1.01,0.58,-256.00,-81.00,-91.80,163.83
20:16:40:225,0.03,-0.01,-0.99,0.57,-256.20,-79.00,-90.90,163.44
20:16:40:779,0.02,-0.01,-0.98,0.57,-256.00,-79.40,-91.20,163.46
20:16:41:333,0.03,-0.01,-0.99,0.57,-255.70,-78.70,-91.30,163.21
20:16:41:887,0.02,-0.01,-1.01,0.58,-255.90,-79.90,-92.40,163.71
20:16:42:441,0.02,-0.02,-1.00,0.58,-255.40,-78.30,-92.10,163.14
20:16:42:995,0.02,-0.01,-0.99,0.57,-254.80,-79.10,-93.10,163.14
20:16:43:549,0.02,-0.01,-1.00,0.57,-256.10,-79.00,-92.40,163.67
20:16:44:103,0.02,-0.01,-1.00,0.58,-254.90,-80.40,-89.40,162.72
20:16:44:657,0.03,-0.01,-1.00,0.58,-255.20,-78.70,-90.10,162.73
20:16:45:211,0.02,-0.01,-1.00,0.58,-255.50,-78.30,-93.30,163.42
20:16:45:765,0.02,-0.01,-0.99,0.57,-256.50,-80.00,-90.50,163.69
20:16:46:319,0.02,-0.02,-0.99,0.57,-254.10,-80.30,-92.10,162.79
20:16:46:875,0.02,-0.02,-0.99,0.57,-255.10,-81.00,-91.50,163.31
20:16:47:427,0.03,-0.01,-0.99,0.57,-255.60,-80.20,-92.70,163.66
20:16:47:981,0.02,-0.01,-0.99,0.57,-255.50,-80.10,-91.50,163.37
20:16:48:535,0.02,-0.01,-0.99,0.57,-256.00,-79.20,-92.60,163.69
20:16:49:089,0.02,-0.01,-0.99,0.57,-255.30,-79.90,-91.10,163.16
20:16:49:643,0.02,-0.01,-0.99,0.57,-255.60,-79.70,-93.20,163.68
20:16:50:197,0.03,-0.01,-0.99,0.57,-255.80,-79.70,-90.80,163.33
20:16:50:751,0.02,-0.02,-1.00,0.58,-257.30,-80.00,-91.40,164.27
20:16:51:305,0.02,-0.01,-0.99,0.57,-255.30,-79.80,-92.20,163.35
20:16:51:859,0.02,-0.01,-0.99,0.57,-255.60,-79.40,-91.10,163.23
20:16:52:414,0.03,-0.01,-0.99,0.57,-255.50,-79.60,-92.80,163.53
20:16:52:967,0.02,-0.02,-0.99,0.57,-255.60,-80.10,-92.10,163.53
20:16:53:521,0.02,-0.02,-0.99,0.57,-256.20,-78.70,-93.30,163.85
20:16:54:076,0.02,-0.01,-1.00,0.58,-255.40,-80.40,-90.40,163.16
20:16:54:629,0.02,-0.01,-0.99,0.57,-254.60,-79.20,-92.80,163.00
20:16:55:183,0.03,-0.01,-1.00,0.58,-258.30,-79.20,-92.70,164.91
20:16:55:738,0.02,-0.01,-0.99,0.57,-255.50,-81.00,-92.70,163.74
20:16:56:292,0.02,-0.02,-0.99,0.57,-256.60,-80.10,-90.50,163.76
20:16:56:845,0.03,-0.02,-0.99,0.57,-256.50,-79.30,-91.60,163.78
20:16:57:400,0.02,-0.02,-0.99,0.57,-255.60,-79.70,-92.80,163.60
20:16:57:954,0.03,-0.02,-0.99,0.57,-256.10,-80.30,-89.60,163.36
20:16:58:507,0.03,-0.01,-1.00,0.58,-254.60,-80.10,-93.00,163.18
20:16:59:062,0.02,-0.02,-0.99,0.57,-254.80,-79.20,-93.90,163.31
20:16:59:616,0.02,-0.01,-0.99,0.57,-256.40,-78.90,-92.40,163.81
20:17:00:170,0.02,-0.01,-0.99,0.57,-255.00,-79.10,-88.80,162.45
20:17:00:724,0.03,-0.01,-1.00,0.58,-257.10,-79.70,-92.30,164.29
20:17:01:290,0.03,-0.01,-0.99,0.57,-255.70,-79.60,-91.70,163.43
20:17:01:832,0.02,-0.01,-1.00,0.58,-256.30,-77.70,-92.30,163.55
20:17:02:386,0.02,-0.01,-1.00,0.58,-256.70,-79.80,-91.20,163.89
20:17:02:940,0.02,-0.01,-1.00,0.57,-254.40,-79.70,-92.50,162.92
20:17:03:494,0.02,-0.01,-1.00,0.58,-256.20,-81.20,-92.70,164.14
20:17:04:048,0.02,-0.01,-1.00,0.58,-255.10,-81.10,-91.00,163.23
20:17:04:602,0.02,-0.01,-1.00,0.58,-255.40,-78.40,-91.60,163.06
20:17:05:156,0.02,-0.01,-0.99,0.57,-255.30,-80.30,-90.50,163.11
20:17:05:710,0.02,-0.01,-1.00,0.57,-255.40,-79.30,-92.50,163.37
20:17:06:264,0.02,-0.01,-0.99,0.57,-255.90,-79.30,-94.00,163.92
20:17:06:818,0.02,-0.01,-1.00,0.58,-254.80,-78.50,-90.90,162.63
20:17:07:372,0.02,-0.01,-0.99,0.57,-254.40,-79.20,-92.10,162.76
20:17:07:926,0.02,-0.01,-1.00,0.58,-256.40,-79.70,-92.70,164.00
20:17:08:480,0.02,-0.01,-1.00,0.58,-255.00,-78.80,-92.80,163.14
20:17:09:034,0.02,-0.01,-1.00,0.58,-254.90,-79.10,-92.60,163.10
20:17:09:588,0.02,-0.01,-0.99,0.57,-255.00,-79.20,-91.00,162.87
20:17:10:142,0.02,-0.01,-1.00,0.58,-254.00,-79.20,-92.50,162.63
20:17:10:696,0.02,-0.01,-0.99,0.57,-255.10,-78.90,-93.20,163.29
20:17:11:250,0.03,-0.01,-1.00,0.58,-254.20,-77.90,-88.70,161.82
20:17:11:804,0.03,-0.01,-0.99,0.57,-255.10,-79.70,-91.90,163.17
20:17:12:360,0.02,-0.02,-1.00,0.58,-255.30,-78.70,-93.40,163.40
20:17:12:912,0.03,-0.01,-0.99,0.57,-256.40,-77.90,-91.90,163.56
20:17:13:466,0.02,-0.02,-1.00,0.58,-254.80,-78.90,-91.20,162.75
20:17:14:020,0.01,-0.01,-0.99,0.57,-254.80,-79.40,-89.40,162.50
20:17:14:574,0.02,-0.01,-1.00,0.58,-257.60,-78.50,-91.90,164.28
20:17:15:128,0.02,-0.01,-0.99,0.57,-257.10,-78.10,-90.30,163.66
20:17:15:682,0.02,-0.01,-1.00,0.57,-255.40,-79.50,-91.30,163.18
20:17:16:236,0.02,-0.01,-1.00,0.57,-257.10,-80.10,-91.90,164.28
20:17:16:790,0.02,-0.01,-0.99,0.57,-255.20,-78.50,-93.70,163.37
20:17:17:344,0.02,-0.02,-0.99,0.57,-255.20,-78.80,-91.40,162.98
20:17:17:898,0.02,-0.01,-0.99,0.57,-255.60,-79.40,-90.00,163.03
20:17:18:452,0.02,-0.01,-0.99,0.57,-256.10,-79.00,-91.50,163.50
20:17:19:006,0.02,-0.01,-1.00,0.57,-254.40,-77.60,-91.90,162.47
20:17:19:560,0.02,-0.01,-1.00,0.58,-255.60,-81.00,-92.10,163.68
20:17:20:114,0.02,-0.01,-1.00,0.58,-255.10,-78.10,-92.70,163.06
20:17:20:668,0.02,-0.01,-0.99,0.57,-255.50,-79.70,-89.80,162.99
20:17:21:222,0.02,-0.01,-0.99,0.57,-255.90,-80.30,-91.20,163.55
20:17:21:776,0.02,-0.01,-1.00,0.58,-255.60,-80.20,-90.30,163.22
20:17:22:330,0.02,-0.01,-0.99,0.57,-256.00,-77.60,-92.70,163.45
20:17:22:887,0.02,-0.01,-0.99,0.57,-255.50,-79.30,-93.40,163.60
20:17:23:438,0.02,-0.00,-1.00,0.57,-256.90,-79.20,-91.40,163.94
20:17:23:992,0.02,-0.01,-1.00,0.58,-255.70,-78.70,-90.70,163.10
20:17:24:546,0.02,-0.01,-0.99,0.57,-256.00,-78.50,-92.50,163.56
20:17:25:100,0.02,-0.01,-0.99,0.57,-254.90,-80.60,-91.80,163.19
20:17:25:655,0.02,-0.01,-1.00,0.58,-255.80,-80.20,-94.60,164.13
20:17:26:208,0.02,-0.01,-0.99,0.57,-253.90,-78.50,-89.40,161.88
20:17:26:762,0.02,-0.01,-1.00,0.58,-254.50,-81.10,-91.90,163.09
20:17:27:316,0.02,-0.01,-0.99,0.57,-254.80,-78.50,-91.70,162.78
20:17:27:870,0.02,-0.01,-1.00,0.57,-255.60,-80.10,-92.30,163.57
20:17:28:424,0.02,-0.01,-0.99,0.57,-255.20,-79.50,-91.30,163.08
20:17:28:978,0.02,-0.01,-0.99,0.57,-253.40,-78.20,-92.60,162.17
20:17:29:532,0.02,-0.02,-1.00,0.58,-256.30,-79.50,-93.30,164.03
20:17:30:086,0.02,-0.01,-0.99,0.57,-254.60,-79.70,-93.00,163.12
20:17:30:640,0.02,-0.02,-0.99,0.57,-255.70,-80.80,-92.70,163.81
20:17:31:194,0.03,-0.01,-0.99,0.57,-255.60,-79.40,-92.30,163.46
20:17:31:748,0.02,-0.01,-0.99,0.57,-256.50,-79.20,-90.40,163.54
20:17:32:302,0.02,-0.01,-0.99,0.57,-256.50,-80.00,-93.40,164.23
20:17:32:856,0.02,-0.01,-0.99,0.57,-256.40,-79.20,-91.50,163.69
20:17:33:410,0.02,-0.02,-0.99,0.57,-255.80,-78.40,-90.90,163.14
20:17:33:964,0.01,-0.00,-0.99,0.57,-255.00,-79.40,-92.60,163.20
20:17:34:518,0.02,-0.01,-0.99,0.57,-254.90,-78.90,-91.30,162.82
20:17:35:072,0.02,-0.01,-1.00,0.58,-254.40,-78.50,-92.10,162.65
20:17:35:626,0.02,-0.01,-0.98,0.57,-256.50,-79.10,-93.10,164.03
20:17:36:180,0.03,-0.01,-1.01,0.58,-256.30,-78.30,-91.40,163.48
20:17:36:734,0.02,-0.01,-1.00,0.58,-255.80,-80.40,-91.90,163.65
20:17:37:288,0.02,-0.01,-0.99,0.57,-254.70,-78.70,-93.90,163.18
20:17:37:842,0.02,-0.01,-1.00,0.58,-255.90,-79.70,-92.00,163.61
20:17:38:396,0.02,-0.01,-0.99,0.57,-256.50,-80.20,-93.30,164.24
20:17:38:950,0.02,-0.01,-0.99,0.57,-255.10,-78.50,-91.30,162.86
20:17:39:504,0.02,-0.01,-1.01,0.58,-254.10,-78.40,-90.70,162.21
20:17:40:058,0.02,-0.01,-0.99,0.57,-256.00,-79.90,-93.00,163.88
20:17:40:612,0.02,-0.01,-0.99,0.57,-256.90,-79.00,-92.50,164.11
20:17:41:166,0.02,-0.01,-0.99,0.57,-255.50,-78.00,-93.00,163.31
20:17:41:720,0.02,-0.01,-1.00,0.58,-256.30,-79.70,-93.20,164.04
20:17:42:274,0.02,-0.01,-0.99,0.57,-255.50,-79.00,-93.00,163.47
20:17:42:828,0.02,-0.02,-0.99,0.57,-256.10,-78.90,-92.00,163.58
20:17:43:382,0.02,-0.01,-0.99,0.57,-254.90,-79.40,-90.80,162.81
20:17:43:936,0.03,-0.01,-0.99,0.57,-255.60,-79.70,-92.40,163.52
20:17:44:490,0.02,-0.01,-0.98,0.57,-257.20,-78.30,-92.40,164.13
20:17:45:044,0.02,-0.01,-1.00,0.58,-254.00,-78.20,-92.70,162.51
20:17:45:598,0.02,-0.01,-1.01,0.58,-255.60,-79.00,-91.60,163.26
20:17:46:152,0.02,-0.01,-1.00,0.58,-256.80,-80.10,-92.00,164.14
20:17:46:706,0.02,-0.01,-1.00,0.58,-254.60,-78.40,-91.90,162.70
20:17:47:260,0.02,-0.01,-1.01,0.58,-254.90,-79.50,-92.80,163.20
20:17:47:813,0.03,0.01,-0.90,0.52,-255.30,-78.30,-91.60,162.99
20:17:48:367,0.02,-0.01,-1.00,0.58,-255.10,-79.30,-92.60,163.24
20:17:48:921,0.02,-0.01,-0.99,0.57,-254.90,-79.20,-90.80,162.78
20:17:49:475,0.03,-0.01,-0.99,0.57,-255.50,-80.40,-92.10,163.53
20:17:50:029,0.02,-0.01,-0.99,0.57,-256.30,-79.00,-93.90,164.06
20:17:50:583,0.02,-0.01,-0.99,0.57,-254.90,-79.00,-92.10,162.99
20:17:51:137,0.02,-0.01,-1.00,0.57,-256.20,-79.30,-93.80,164.04
20:17:51:691,0.02,-0.01,-0.99,0.57,-256.60,-79.30,-92.70,164.04
20:17:52:245,0.02,-0.01,-1.00,0.58,-254.50,-78.30,-91.80,162.61
20:17:52:799,0.02,-0.01,-1.00,0.57,-255.30,-77.80,-91.30,162.86
20:17:53:354,0.02,-0.01,-0.99,0.57,-256.30,-78.50,-91.20,163.47
20:17:53:907,0.02,-0.01,-0.99,0.57,-255.80,-78.90,-92.70,163.56
20:17:54:461,0.02,-0.02,-1.00,0.58,-253.50,-78.40,-94.50,162.62
20:17:55:016,0.02,-0.01,-1.00,0.58,-256.10,-79.80,-92.40,163.80
20:17:55:569,0.02,-0.01,-0.99,0.57,-254.90,-79.30,-92.00,163.02
20:17:56:123,0.02,-0.02,-1.00,0.58,-254.80,-79.70,-93.30,163.28
20:17:56:677,0.02,-0.01,-0.99,0.57,-256.40,-79.60,-93.90,164.21
20:17:57:231,0.02,-0.01,-0.99,0.57,-256.30,-79.80,-93.00,164.02
20:17:57:785,0.02,-0.01,-1.00,0.58,-255.20,-79.90,-92.50,163.37
20:17:58:339,0.02,-0.01,-0.99,0.57,-255.00,-77.70,-93.00,163.00
20:17:58:893,0.02,-0.01,-0.99,0.57,-255.20,-80.80,-92.00,163.42
20:17:59:447,0.02,-0.01,-1.00,0.58,-255.20,-79.30,-90.00,162.80
20:18:00:001,0.03,-0.01,-1.00,0.58,-256.80,-78.70,-92.70,164.05
20:18:00:555,0.02,-0.02,-1.00,0.58,-256.00,-78.60,-94.40,163.94
20:18:01:110,0.02,-0.01,-0.99,0.57,-255.90,-78.60,-92.10,163.45
20:18:01:663,0.02,-0.01,-1.00,0.58,-255.90,-79.80,-92.50,163.72
20:18:02:217,0.02,-0.01,-1.00,0.58,-254.00,-77.60,-92.80,162.43
20:18:02:771,0.02,-0.01,-0.99,0.57,-254.90,-80.10,-94.50,163.63
20:18:03:325,0.02,-0.02,-0.99,0.57,-256.90,-78.40,-93.80,164.26
20:18:03:879,0.02,-0.00,-1.00,0.58,-256.00,-77.20,-90.90,163.05
20:18:04:433,0.02,-0.01,-1.00,0.58,-255.70,-79.40,-94.60,163.95
20:18:04:987,0.02,-0.01,-0.99,0.57,-254.60,-80.00,-90.70,162.73
20:18:05:541,0.02,-0.01,-0.99,0.57,-255.60,-79.30,-93.60,163.69
20:18:06:095,0.02,-0.01,-0.99,0.57,-255.40,-79.00,-92.00,163.23
20:18:06:649,0.02,-0.01,-1.00,0.57,-255.70,-79.60,-92.90,163.66
20:18:07:203,0.02,-0.01,-0.99,0.57,-255.40,-79.90,-92.90,163.55
20:18:07:757,0.02,-0.01,-0.99,0.57,-255.40,-79.00,-91.50,163.14
20:18:08:311,0.02,-0.01,-0.99,0.57,-257.10,-79.00,-92.00,164.12
20:18:08:865,0.02,-0.01,-1.00,0.58,-254.90,-79.00,-93.80,163.31
20:18:09:423,0.03,-0.01,-0.99,0.57,-255.40,-79.30,-94.70,163.79
20:18:09:973,0.02,-0.01,-1.00,0.57,-255.10,-79.00,-92.80,163.23
20:18:10:527,0.02,-0.01,-1.00,0.58,-255.10,-79.20,-95.00,163.68
20:18:11:081,0.02,-0.01,-1.00,0.58,-254.70,-80.20,-91.90,163.04
20:18:11:635,0.02,-0.02,-1.00,0.58,-255.30,-79.30,-93.60,163.53
20:18:12:189,0.02,-0.02,-1.00,0.58,-254.40,-80.00,-92.50,162.97
20:18:12:743,0.02,-0.01,-1.00,0.58,-255.30,-79.10,-92.10,163.21
20:18:13:297,0.02,-0.01,-0.99,0.57,-255.40,-80.10,-91.60,163.34
20:18:13:851,0.02,-0.01,-1.00,0.58,-255.50,-80.10,-92.00,163.46
20:18:14:405,0.02,-0.01,-0.99,0.57,-256.00,-80.10,-93.50,164.01
20:18:14:959,0.02,-0.01,-1.00,0.58,-255.30,-79.50,-91.80,163.22
20:18:15:513,0.02,-0.01,-0.99,0.57,-256.60,-80.20,-92.90,164.22
20:18:16:067,0.02,-0.01,-0.99,0.57,-255.60,-79.50,-92.30,163.47
20:18:16:621,0.02,-0.01,-0.99,0.57,-256.20,-80.40,-92.50,163.97
20:18:17:175,0.02,-0.01,-1.00,0.58,-255.50,-80.30,-90.70,163.25
20:18:17:729,0.02,-0.01,-1.00,0.58,-255.90,-79.20,-93.50,163.81
20:18:18:283,0.03,-0.01,-1.00,0.58,-255.60,-79.50,-92.40,163.49
20:18:18:837,0.02,-0.02,-1.00,0.58,-256.20,-79.70,-93.70,164.08
20:18:19:391,0.02,-0.01,-0.99,0.57,-256.50,-79.80,-93.70,164.26
20:18:19:948,0.02,-0.01,-0.99,0.57,-255.80,-79.10,-91.50,163.36
20:18:20:499,0.03,-0.01,-1.00,0.58,-257.00,-80.80,-91.60,164.28
20:18:21:054,0.02,-0.01,-1.00,0.58,-254.40,-79.20,-93.70,163.07
20:18:21:610,0.02,-0.01,-0.99,0.57,-254.90,-78.70,-92.20,162.96
20:18:22:161,0.02,-0.01,-0.99,0.57,-254.40,-79.10,-92.30,162.78
20:18:22:715,0.02,-0.01,-0.99,0.57,-256.00,-78.60,-90.90,163.28
20:18:23:270,0.03,-0.01,-0.99,0.57,-256.40,-80.70,-92.70,164.16
20:18:23:823,0.02,-0.01,-0.99,0.57,-254.90,-78.80,-93.30,163.19
20:18:24:377,0.03,-0.01,-0.99,0.57,-256.10,-79.70,-92.30,163.77
20:18:24:932,0.02,-0.01,-1.00,0.58,-255.00,-80.30,-93.50,163.52
20:18:25:485,0.02,-0.01,-0.99,0.57,-256.30,-79.00,-93.50,163.98
20:18:26:040,0.02,-0.02,-0.99,0.57,-255.00,-80.10,-94.00,163.58
20:18:26:594,0.03,-0.01,-1.00,0.58,-253.20,-79.00,-92.30,162.14
20:18:27:148,0.02,-0.01,-0.99,0.57,-256.10,-80.00,-93.00,163.95
20:18:27:701,0.02,-0.02,-0.99,0.57,-254.90,-79.50,-90.70,162.81
20:18:28:256,0.03,-0.01,-0.99,0.57,-255.90,-82.20,-91.00,163.83
20:18:28:810,0.02,-0.01,-1.00,0.58,-255.20,-78.70,-94.00,163.46
20:18:29:364,0.03,-0.01,-0.99,0.57,-255.40,-78.50,-91.80,163.11
20:18:29:918,0.03,-0.01,-1.00,0.58,-254.10,-78.80,-91.40,162.41
20:18:30:472,0.02,-0.01,-0.99,0.57,-254.70,-79.50,-92.60,163.06
20:18:31:025,0.02,-0.01,-1.00,0.57,-255.60,-79.00,-90.90,163.13
20:18:31:580,0.03,-0.01,-0.99,0.57,-256.10,-80.00,-94.00,164.14
20:18:32:134,0.02,-0.01,-0.99,0.57,-255.40,-79.10,-91.60,163.17
20:18:32:688,0.02,-0.01,-1.00,0.58,-255.00,-78.80,-92.60,163.10
20:18:33:242,0.02,-0.01,-1.00,0.58,-254.80,-78.80,-93.90,163.25
20:18:33:796,0.02,-0.01,-0.99,0.57,-257.10,-79.20,-91.90,164.13
20:18:34:350,0.02,-0.01,-1.00,0.58,-254.50,-79.40,-94.00,163.21
20:18:34:904,0.02,-0.01,-0.99,0.57,-255.90,-78.90,-92.70,163.61
20:18:35:458,0.02,-0.01,-0.99,0.57,-254.70,-79.90,-92.30,163.07
20:18:36:012,0.02,-0.01,-1.00,0.57,-255.60,-79.20,-93.30,163.61
20:18:36:566,0.02,-0.02,-1.00,0.58,-254.70,-77.70,-91.40,162.55
20:18:37:120,0.03,-0.01,-0.99,0.57,-255.70,-79.40,-92.00,163.45
20:18:37:674,0.02,-0.01,-1.00,0.57,-255.30,-80.30,-90.40,163.09
20:18:38:228,0.03,-0.01,-1.00,0.58,-254.70,-79.80,-95.30,163.63
20:18:38:782,0.02,-0.01,-1.01,0.58,-256.40,-80.30,-91.70,163.91
20:18:39:336,0.02,-0.01,-1.00,0.57,-255.50,-80.30,-93.40,163.76
20:18:39:890,0.02,-0.01,-0.99,0.57,-254.70,-78.80,-95.30,163.47
20:18:40:444,0.03,-0.01,-0.99,0.57,-254.40,-79.10,-93.70,163.05
20:18:40:998,0.02,-0.01,-1.00,0.58,-255.50,-79.10,-91.60,163.23
20:18:41:552,0.02,-0.01,-0.99,0.57,-255.80,-79.90,-93.20,163.81
20:18:42:106,0.02,-0.01,-0.99,0.57,-254.70,-79.00,-93.00,163.06
20:18:42:660,0.03,-0.02,-1.00,0.58,-256.20,-79.70,-93.10,163.97
20:18:43:214,0.02,-0.01,-1.00,0.58,-256.20,-79.80,-92.00,163.78
20:18:43:768,0.02,-0.02,-0.99,0.57,-254.90,-78.60,-90.10,162.55
20:18:44:322,0.03,-0.01,-1.00,0.57,-255.50,-78.50,-91.80,163.17
20:18:44:876,0.02,-0.01,-1.01,0.58,-255.00,-79.20,-92.90,163.23
20:18:45:430,0.02,-0.01,-0.99,0.57,-255.10,-79.70,-93.40,163.45
